VNUM	LOCALE_NAME
10235	Toprak Týlsýmý+175
10236	Toprak Týlsýmý+176
10237	Toprak Týlsýmý+177
10238	Toprak Týlsýmý+178
10239	Toprak Týlsýmý+179
10240	Toprak Týlsýmý+180
10241	Toprak Týlsýmý+181
10242	Toprak Týlsýmý+182
10243	Toprak Týlsýmý+183
10244	Toprak Týlsýmý+184
10245	Toprak Týlsýmý+185
10246	Toprak Týlsýmý+186
10247	Toprak Týlsýmý+187
10248	Toprak Týlsýmý+188
10249	Toprak Týlsýmý+189
10250	Toprak Týlsýmý+190
10251	Toprak Týlsýmý+191
10252	Toprak Týlsýmý+192
10253	Toprak Týlsýmý+193
10254	Toprak Týlsýmý+194
10255	Toprak Týlsýmý+195
10256	Toprak Týlsýmý+196
10257	Toprak Týlsýmý+197
10258	Toprak Týlsýmý+198
10259	Toprak Týlsýmý+199
10260	Toprak Týlsýmý+200
10290	Karanlýk Týlsým+0
10291	Karanlýk Týlsým+1
10292	Karanlýk Týlsým+2
10293	Karanlýk Týlsým+3
10294	Karanlýk Týlsým+4
10295	Karanlýk Týlsým+5
10296	Karanlýk Týlsým+6
10297	Karanlýk Týlsým+7
10298	Karanlýk Týlsým+8
10299	Karanlýk Týlsým+9
10300	Karanlýk Týlsým+10
10301	Karanlýk Týlsým+11
10302	Karanlýk Týlsým+12
10303	Karanlýk Týlsým+13
10304	Karanlýk Týlsým+14
10305	Karanlýk Týlsým+15
10306	Karanlýk Týlsým+16
10307	Karanlýk Týlsým+17
10308	Karanlýk Týlsým+18
10309	Karanlýk Týlsým+19
10310	Karanlýk Týlsým+20
10311	Karanlýk Týlsým+21
10312	Karanlýk Týlsým+22
10313	Karanlýk Týlsým+23
10314	Karanlýk Týlsým+24
10315	Karanlýk Týlsým+25
10316	Karanlýk Týlsým+26
10317	Karanlýk Týlsým+27
10318	Karanlýk Týlsým+28
10319	Karanlýk Týlsým+29
10320	Karanlýk Týlsým+30
10321	Karanlýk Týlsým+31
10322	Karanlýk Týlsým+32
10323	Karanlýk Týlsým+33
10324	Karanlýk Týlsým+34
10325	Karanlýk Týlsým+35
10326	Karanlýk Týlsým+36
10327	Karanlýk Týlsým+37
10328	Karanlýk Týlsým+38
10329	Karanlýk Týlsým+39
10330	Karanlýk Týlsým+40
10331	Karanlýk Týlsým+41
10332	Karanlýk Týlsým+42
10333	Karanlýk Týlsým+43
10334	Karanlýk Týlsým+44
10335	Karanlýk Týlsým+45
10336	Karanlýk Týlsým+46
10337	Karanlýk Týlsým+47
10338	Karanlýk Týlsým+48
10339	Karanlýk Týlsým+49
10340	Karanlýk Týlsým+50
10341	Karanlýk Týlsým+51
10342	Karanlýk Týlsým+52
10343	Karanlýk Týlsým+53
10344	Karanlýk Týlsým+54
10345	Karanlýk Týlsým+55
10346	Karanlýk Týlsým+56
10347	Karanlýk Týlsým+57
10348	Karanlýk Týlsým+58
10349	Karanlýk Týlsým+59
10350	Karanlýk Týlsým+60
10351	Karanlýk Týlsým+61
10352	Karanlýk Týlsým+62
10353	Karanlýk Týlsým+63
10354	Karanlýk Týlsým+64
10355	Karanlýk Týlsým+65
10356	Karanlýk Týlsým+66
10357	Karanlýk Týlsým+67
10358	Karanlýk Týlsým+68
10359	Karanlýk Týlsým+69
10360	Karanlýk Týlsým+70
10361	Karanlýk Týlsým+71
10362	Karanlýk Týlsým+72
10363	Karanlýk Týlsým+73
10364	Karanlýk Týlsým+74
10365	Karanlýk Týlsým+75
10366	Karanlýk Týlsým+76
10367	Karanlýk Týlsým+77
10368	Karanlýk Týlsým+78
10369	Karanlýk Týlsým+79
10370	Karanlýk Týlsým+80
10371	Karanlýk Týlsým+81
10372	Karanlýk Týlsým+82
10373	Karanlýk Týlsým+83
10374	Karanlýk Týlsým+84
10375	Karanlýk Týlsým+85
10376	Karanlýk Týlsým+86
10377	Karanlýk Týlsým+87
10378	Karanlýk Týlsým+88
10379	Karanlýk Týlsým+89
10380	Karanlýk Týlsým+90
10381	Karanlýk Týlsým+91
10382	Karanlýk Týlsým+92
10383	Karanlýk Týlsým+93
10384	Karanlýk Týlsým+94
10385	Karanlýk Týlsým+95
10386	Karanlýk Týlsým+96
10387	Karanlýk Týlsým+97
10388	Karanlýk Týlsým+98
10389	Karanlýk Týlsým+99
10390	Karanlýk Týlsým+100
10391	Karanlýk Týlsým+101
10392	Karanlýk Týlsým+102
10393	Karanlýk Týlsým+103
10394	Karanlýk Týlsým+104
10395	Karanlýk Týlsým+105
10396	Karanlýk Týlsým+106
10397	Karanlýk Týlsým+107
10398	Karanlýk Týlsým+108
10399	Karanlýk Týlsým+109
10400	Karanlýk Týlsým+110
10401	Karanlýk Týlsým+111
10402	Karanlýk Týlsým+112
10403	Karanlýk Týlsým+113
10404	Karanlýk Týlsým+114
10405	Karanlýk Týlsým+115
10406	Karanlýk Týlsým+116
10407	Karanlýk Týlsým+117
10408	Karanlýk Týlsým+118
10409	Karanlýk Týlsým+119
10410	Karanlýk Týlsým+120
10411	Karanlýk Týlsým+121
10412	Karanlýk Týlsým+122
10413	Karanlýk Týlsým+123
10414	Karanlýk Týlsým+124
10415	Karanlýk Týlsým+125
10416	Karanlýk Týlsým+126
10417	Karanlýk Týlsým+127
10418	Karanlýk Týlsým+128
10419	Karanlýk Týlsým+129
10420	Karanlýk Týlsým+130
10421	Karanlýk Týlsým+131
10422	Karanlýk Týlsým+132
10423	Karanlýk Týlsým+133
10424	Karanlýk Týlsým+134
10425	Karanlýk Týlsým+135
10426	Karanlýk Týlsým+136
10427	Karanlýk Týlsým+137
10428	Karanlýk Týlsým+138
10429	Karanlýk Týlsým+139
10430	Karanlýk Týlsým+140
10431	Karanlýk Týlsým+141
10432	Karanlýk Týlsým+142
10433	Karanlýk Týlsým+143
10434	Karanlýk Týlsým+144
10435	Karanlýk Týlsým+145
10436	Karanlýk Týlsým+146
10437	Karanlýk Týlsým+147
10438	Karanlýk Týlsým+148
10439	Karanlýk Týlsým+149
10440	Karanlýk Týlsým+150
10441	Karanlýk Týlsým+151
10442	Karanlýk Týlsým+152
10443	Karanlýk Týlsým+153
10444	Karanlýk Týlsým+154
10445	Karanlýk Týlsým+155
10446	Karanlýk Týlsým+156
10447	Karanlýk Týlsým+157
10448	Karanlýk Týlsým+158
10449	Karanlýk Týlsým+159
10450	Karanlýk Týlsým+160
10451	Karanlýk Týlsým+161
10452	Karanlýk Týlsým+162
10453	Karanlýk Týlsým+163
10454	Karanlýk Týlsým+164
10455	Karanlýk Týlsým+165
10456	Karanlýk Týlsým+166
10457	Karanlýk Týlsým+167
10458	Karanlýk Týlsým+168
10459	Karanlýk Týlsým+169
10460	Karanlýk Týlsým+170
10461	Karanlýk Týlsým+171
10462	Karanlýk Týlsým+172
10463	Karanlýk Týlsým+173
10464	Karanlýk Týlsým+174
10465	Karanlýk Týlsým+175
10466	Karanlýk Týlsým+176
10467	Karanlýk Týlsým+177
10468	Karanlýk Týlsým+178
10469	Karanlýk Týlsým+179
10470	Karanlýk Týlsým+180
10471	Karanlýk Týlsým+181
10472	Karanlýk Týlsým+182
10473	Karanlýk Týlsým+183
10474	Karanlýk Týlsým+184
10475	Karanlýk Týlsým+185
10476	Karanlýk Týlsým+186
10477	Karanlýk Týlsým+187
10478	Karanlýk Týlsým+188
10479	Karanlýk Týlsým+189
10480	Karanlýk Týlsým+190
10481	Karanlýk Týlsým+191
10482	Karanlýk Týlsým+192
10483	Karanlýk Týlsým+193
10484	Karanlýk Týlsým+194
10485	Karanlýk Týlsým+195
10486	Karanlýk Týlsým+196
10487	Karanlýk Týlsým+197
10488	Karanlýk Týlsým+198
10489	Karanlýk Týlsým+199
10490	Karanlýk Týlsým+200
10520	Rüzgar Týlsýmý+0
10521	Rüzgar Týlsýmý+1
10522	Rüzgar Týlsýmý+2
10523	Rüzgar Týlsýmý+3
10524	Rüzgar Týlsýmý+4
10525	Rüzgar Týlsýmý+5
10526	Rüzgar Týlsýmý+6
10527	Rüzgar Týlsýmý+7
10528	Rüzgar Týlsýmý+8
10529	Rüzgar Týlsýmý+9
10530	Rüzgar Týlsýmý+10
10531	Rüzgar Týlsýmý+11
10532	Rüzgar Týlsýmý+12
10533	Rüzgar Týlsýmý+13
10534	Rüzgar Týlsýmý+14
10535	Rüzgar Týlsýmý+15
10536	Rüzgar Týlsýmý+16
10537	Rüzgar Týlsýmý+17
10538	Rüzgar Týlsýmý+18
10539	Rüzgar Týlsýmý+19
10540	Rüzgar Týlsýmý+20
10541	Rüzgar Týlsýmý+21
10542	Rüzgar Týlsýmý+22
10543	Rüzgar Týlsýmý+23
10544	Rüzgar Týlsýmý+24
10545	Rüzgar Týlsýmý+25
10546	Rüzgar Týlsýmý+26
10547	Rüzgar Týlsýmý+27
10548	Rüzgar Týlsýmý+28
10549	Rüzgar Týlsýmý+29
10550	Rüzgar Týlsýmý+30
10551	Rüzgar Týlsýmý+31
10552	Rüzgar Týlsýmý+32
10553	Rüzgar Týlsýmý+33
10554	Rüzgar Týlsýmý+34
10555	Rüzgar Týlsýmý+35
10556	Rüzgar Týlsýmý+36
10557	Rüzgar Týlsýmý+37
10558	Rüzgar Týlsýmý+38
10559	Rüzgar Týlsýmý+39
10560	Rüzgar Týlsýmý+40
10561	Rüzgar Týlsýmý+41
10562	Rüzgar Týlsýmý+42
10563	Rüzgar Týlsýmý+43
10564	Rüzgar Týlsýmý+44
10565	Rüzgar Týlsýmý+45
10566	Rüzgar Týlsýmý+46
10567	Rüzgar Týlsýmý+47
10568	Rüzgar Týlsýmý+48
10569	Rüzgar Týlsýmý+49
10570	Rüzgar Týlsýmý+50
10571	Rüzgar Týlsýmý+51
10572	Rüzgar Týlsýmý+52
10573	Rüzgar Týlsýmý+53
10574	Rüzgar Týlsýmý+54
10575	Rüzgar Týlsýmý+55
10576	Rüzgar Týlsýmý+56
10577	Rüzgar Týlsýmý+57
10578	Rüzgar Týlsýmý+58
10579	Rüzgar Týlsýmý+59
10580	Rüzgar Týlsýmý+60
10581	Rüzgar Týlsýmý+61
10582	Rüzgar Týlsýmý+62
10583	Rüzgar Týlsýmý+63
10584	Rüzgar Týlsýmý+64
10585	Rüzgar Týlsýmý+65
10586	Rüzgar Týlsýmý+66
10587	Rüzgar Týlsýmý+67
10588	Rüzgar Týlsýmý+68
10589	Rüzgar Týlsýmý+69
10590	Rüzgar Týlsýmý+70
10591	Rüzgar Týlsýmý+71
10592	Rüzgar Týlsýmý+72
10593	Rüzgar Týlsýmý+73
10594	Rüzgar Týlsýmý+74
10595	Rüzgar Týlsýmý+75
10596	Rüzgar Týlsýmý+76
10597	Rüzgar Týlsýmý+77
10598	Rüzgar Týlsýmý+78
10599	Rüzgar Týlsýmý+79
10600	Rüzgar Týlsýmý+80
10601	Rüzgar Týlsýmý+81
10602	Rüzgar Týlsýmý+82
10603	Rüzgar Týlsýmý+83
10604	Rüzgar Týlsýmý+84
10605	Rüzgar Týlsýmý+85
10606	Rüzgar Týlsýmý+86
10607	Rüzgar Týlsýmý+87
10608	Rüzgar Týlsýmý+88
10609	Rüzgar Týlsýmý+89
10610	Rüzgar Týlsýmý+90
10611	Rüzgar Týlsýmý+91
10612	Rüzgar Týlsýmý+92
10613	Rüzgar Týlsýmý+93
10614	Rüzgar Týlsýmý+94
10615	Rüzgar Týlsýmý+95
10616	Rüzgar Týlsýmý+96
10617	Rüzgar Týlsýmý+97
10618	Rüzgar Týlsýmý+98
10619	Rüzgar Týlsýmý+99
10620	Rüzgar Týlsýmý+100
10621	Rüzgar Týlsýmý+101
10622	Rüzgar Týlsýmý+102
10623	Rüzgar Týlsýmý+103
10624	Rüzgar Týlsýmý+104
10625	Rüzgar Týlsýmý+105
10626	Rüzgar Týlsýmý+106
10627	Rüzgar Týlsýmý+107
10628	Rüzgar Týlsýmý+108
10629	Rüzgar Týlsýmý+109
10630	Rüzgar Týlsýmý+110
10631	Rüzgar Týlsýmý+111
10632	Rüzgar Týlsýmý+112
10633	Rüzgar Týlsýmý+113
10634	Rüzgar Týlsýmý+114
10635	Rüzgar Týlsýmý+115
10636	Rüzgar Týlsýmý+116
10637	Rüzgar Týlsýmý+117
10638	Rüzgar Týlsýmý+118
10639	Rüzgar Týlsýmý+119
10640	Rüzgar Týlsýmý+120
10641	Rüzgar Týlsýmý+121
10642	Rüzgar Týlsýmý+122
10643	Rüzgar Týlsýmý+123
10644	Rüzgar Týlsýmý+124
10645	Rüzgar Týlsýmý+125
10646	Rüzgar Týlsýmý+126
10647	Rüzgar Týlsýmý+127
10648	Rüzgar Týlsýmý+128
10649	Rüzgar Týlsýmý+129
10650	Rüzgar Týlsýmý+130
10651	Rüzgar Týlsýmý+131
10652	Rüzgar Týlsýmý+132
10653	Rüzgar Týlsýmý+133
10654	Rüzgar Týlsýmý+134
10655	Rüzgar Týlsýmý+135
10656	Rüzgar Týlsýmý+136
10657	Rüzgar Týlsýmý+137
10658	Rüzgar Týlsýmý+138
10659	Rüzgar Týlsýmý+139
10660	Rüzgar Týlsýmý+140
10661	Rüzgar Týlsýmý+141
10662	Rüzgar Týlsýmý+142
10663	Rüzgar Týlsýmý+143
10664	Rüzgar Týlsýmý+144
10665	Rüzgar Týlsýmý+145
10666	Rüzgar Týlsýmý+146
10667	Rüzgar Týlsýmý+147
10668	Rüzgar Týlsýmý+148
10669	Rüzgar Týlsýmý+149
10670	Rüzgar Týlsýmý+150
10671	Rüzgar Týlsýmý+151
10672	Rüzgar Týlsýmý+152
10673	Rüzgar Týlsýmý+153
10674	Rüzgar Týlsýmý+154
10675	Rüzgar Týlsýmý+155
10676	Rüzgar Týlsýmý+156
10677	Rüzgar Týlsýmý+157
10678	Rüzgar Týlsýmý+158
10679	Rüzgar Týlsýmý+159
10680	Rüzgar Týlsýmý+160
10681	Rüzgar Týlsýmý+161
10682	Rüzgar Týlsýmý+162
10683	Rüzgar Týlsýmý+163
10684	Rüzgar Týlsýmý+164
10685	Rüzgar Týlsýmý+165
10686	Rüzgar Týlsýmý+166
10687	Rüzgar Týlsýmý+167
10688	Rüzgar Týlsýmý+168
10689	Rüzgar Týlsýmý+169
10690	Rüzgar Týlsýmý+170
10691	Rüzgar Týlsýmý+171
10692	Rüzgar Týlsýmý+172
10693	Rüzgar Týlsýmý+173
10694	Rüzgar Týlsýmý+174
10695	Rüzgar Týlsýmý+175
10696	Rüzgar Týlsýmý+176
10697	Rüzgar Týlsýmý+177
10698	Rüzgar Týlsýmý+178
10699	Rüzgar Týlsýmý+179
10700	Rüzgar Týlsýmý+180
10701	Rüzgar Týlsýmý+181
10702	Rüzgar Týlsýmý+182
10703	Rüzgar Týlsýmý+183
10704	Rüzgar Týlsýmý+184
10705	Rüzgar Týlsýmý+185
10706	Rüzgar Týlsýmý+186
10707	Rüzgar Týlsýmý+187
10708	Rüzgar Týlsýmý+188
10709	Rüzgar Týlsýmý+189
10710	Rüzgar Týlsýmý+190
10711	Rüzgar Týlsýmý+191
10712	Rüzgar Týlsýmý+192
10713	Rüzgar Týlsýmý+193
10714	Rüzgar Týlsýmý+194
10715	Rüzgar Týlsýmý+195
10716	Rüzgar Týlsýmý+196
10717	Rüzgar Týlsýmý+197
10718	Rüzgar Týlsýmý+198
10719	Rüzgar Týlsýmý+199
10720	Rüzgar Týlsýmý+200
10750	Þimþek Týlsýmý+0
10751	Þimþek Týlsýmý+1
10752	Þimþek Týlsýmý+2
10753	Þimþek Týlsýmý+3
10754	Þimþek Týlsýmý+4
10755	Þimþek Týlsýmý+5
10756	Þimþek Týlsýmý+6
10757	Þimþek Týlsýmý+7
10758	Þimþek Týlsýmý+8
10759	Þimþek Týlsýmý+9
10760	Þimþek Týlsýmý+10
10761	Þimþek Týlsýmý+11
10762	Þimþek Týlsýmý+12
10763	Þimþek Týlsýmý+13
10764	Þimþek Týlsýmý+14
10765	Þimþek Týlsýmý+15
10766	Þimþek Týlsýmý+16
10767	Þimþek Týlsýmý+17
10768	Þimþek Týlsýmý+18
10769	Þimþek Týlsýmý+19
10770	Þimþek Týlsýmý+20
10771	Þimþek Týlsýmý+21
10772	Þimþek Týlsýmý+22
10773	Þimþek Týlsýmý+23
10774	Þimþek Týlsýmý+24
10775	Þimþek Týlsýmý+25
10776	Þimþek Týlsýmý+26
10777	Þimþek Týlsýmý+27
10778	Þimþek Týlsýmý+28
10779	Þimþek Týlsýmý+29
10780	Þimþek Týlsýmý+30
10781	Þimþek Týlsýmý+31
10782	Þimþek Týlsýmý+32
10783	Þimþek Týlsýmý+33
10784	Þimþek Týlsýmý+34
10785	Þimþek Týlsýmý+35
10786	Þimþek Týlsýmý+36
10787	Þimþek Týlsýmý+37
10788	Þimþek Týlsýmý+38
10789	Þimþek Týlsýmý+39
10790	Þimþek Týlsýmý+40
10791	Þimþek Týlsýmý+41
10792	Þimþek Týlsýmý+42
10793	Þimþek Týlsýmý+43
10794	Þimþek Týlsýmý+44
10795	Þimþek Týlsýmý+45
10796	Þimþek Týlsýmý+46
10797	Þimþek Týlsýmý+47
10798	Þimþek Týlsýmý+48
10799	Þimþek Týlsýmý+49
10800	Þimþek Týlsýmý+50
10801	Þimþek Týlsýmý+51
10802	Þimþek Týlsýmý+52
10803	Þimþek Týlsýmý+53
10804	Þimþek Týlsýmý+54
10805	Þimþek Týlsýmý+55
10806	Þimþek Týlsýmý+56
10807	Þimþek Týlsýmý+57
10808	Þimþek Týlsýmý+58
10809	Þimþek Týlsýmý+59
10810	Þimþek Týlsýmý+60
10811	Þimþek Týlsýmý+61
10812	Þimþek Týlsýmý+62
10813	Þimþek Týlsýmý+63
10814	Þimþek Týlsýmý+64
10815	Þimþek Týlsýmý+65
10816	Þimþek Týlsýmý+66
10817	Þimþek Týlsýmý+67
10818	Þimþek Týlsýmý+68
10819	Þimþek Týlsýmý+69
10820	Þimþek Týlsýmý+70
10821	Þimþek Týlsýmý+71
10822	Þimþek Týlsýmý+72
10823	Þimþek Týlsýmý+73
10824	Þimþek Týlsýmý+74
10825	Þimþek Týlsýmý+75
10826	Þimþek Týlsýmý+76
10827	Þimþek Týlsýmý+77
10828	Þimþek Týlsýmý+78
10829	Þimþek Týlsýmý+79
10830	Þimþek Týlsýmý+80
10831	Þimþek Týlsýmý+81
10832	Þimþek Týlsýmý+82
10833	Þimþek Týlsýmý+83
10834	Þimþek Týlsýmý+84
10835	Þimþek Týlsýmý+85
10836	Þimþek Týlsýmý+86
10837	Þimþek Týlsýmý+87
10838	Þimþek Týlsýmý+88
10839	Þimþek Týlsýmý+89
10840	Þimþek Týlsýmý+90
10841	Þimþek Týlsýmý+91
10842	Þimþek Týlsýmý+92
10843	Þimþek Týlsýmý+93
10844	Þimþek Týlsýmý+94
10845	Þimþek Týlsýmý+95
10846	Þimþek Týlsýmý+96
10847	Þimþek Týlsýmý+97
10848	Þimþek Týlsýmý+98
10849	Þimþek Týlsýmý+99
10850	Þimþek Týlsýmý+100
10851	Þimþek Týlsýmý+101
10852	Þimþek Týlsýmý+102
10853	Þimþek Týlsýmý+103
10854	Þimþek Týlsýmý+104
10855	Þimþek Týlsýmý+105
10856	Þimþek Týlsýmý+106
10857	Þimþek Týlsýmý+107
10858	Þimþek Týlsýmý+108
10859	Þimþek Týlsýmý+109
10860	Þimþek Týlsýmý+110
10861	Þimþek Týlsýmý+111
10862	Þimþek Týlsýmý+112
10863	Þimþek Týlsýmý+113
10864	Þimþek Týlsýmý+114
10865	Þimþek Týlsýmý+115
10866	Þimþek Týlsýmý+116
10867	Þimþek Týlsýmý+117
10868	Þimþek Týlsýmý+118
10869	Þimþek Týlsýmý+119
10870	Þimþek Týlsýmý+120
10871	Þimþek Týlsýmý+121
10872	Þimþek Týlsýmý+122
10873	Þimþek Týlsýmý+123
10874	Þimþek Týlsýmý+124
10875	Þimþek Týlsýmý+125
10876	Þimþek Týlsýmý+126
10877	Þimþek Týlsýmý+127
10878	Þimþek Týlsýmý+128
10879	Þimþek Týlsýmý+129
10880	Þimþek Týlsýmý+130
10881	Þimþek Týlsýmý+131
10882	Þimþek Týlsýmý+132
10883	Þimþek Týlsýmý+133
10884	Þimþek Týlsýmý+134
10885	Þimþek Týlsýmý+135
10886	Þimþek Týlsýmý+136
10887	Þimþek Týlsýmý+137
10888	Þimþek Týlsýmý+138
10889	Þimþek Týlsýmý+139
10890	Þimþek Týlsýmý+140
10891	Þimþek Týlsýmý+141
10892	Þimþek Týlsýmý+142
10893	Þimþek Týlsýmý+143
10894	Þimþek Týlsýmý+144
10895	Þimþek Týlsýmý+145
10896	Þimþek Týlsýmý+146
10897	Þimþek Týlsýmý+147
10898	Þimþek Týlsýmý+148
10899	Þimþek Týlsýmý+149
10900	Þimþek Týlsýmý+150
10901	Þimþek Týlsýmý+151
10902	Þimþek Týlsýmý+152
10903	Þimþek Týlsýmý+153
10904	Þimþek Týlsýmý+154
10905	Þimþek Týlsýmý+155
10906	Þimþek Týlsýmý+156
10907	Þimþek Týlsýmý+157
10908	Þimþek Týlsýmý+158
10909	Þimþek Týlsýmý+159
10910	Þimþek Týlsýmý+160
10911	Þimþek Týlsýmý+161
10912	Þimþek Týlsýmý+162
10913	Þimþek Týlsýmý+163
10914	Þimþek Týlsýmý+164
10915	Þimþek Týlsýmý+165
10916	Þimþek Týlsýmý+166
10917	Þimþek Týlsýmý+167
10918	Þimþek Týlsýmý+168
10919	Þimþek Týlsýmý+169
10920	Þimþek Týlsýmý+170
10921	Þimþek Týlsýmý+171
10922	Þimþek Týlsýmý+172
10923	Þimþek Týlsýmý+173
10924	Þimþek Týlsýmý+174
10925	Þimþek Týlsýmý+175
10926	Þimþek Týlsýmý+176
10927	Þimþek Týlsýmý+177
10928	Þimþek Týlsýmý+178
10929	Þimþek Týlsýmý+179
10930	Þimþek Týlsýmý+180
10931	Þimþek Týlsýmý+181
10932	Þimþek Týlsýmý+182
10933	Þimþek Týlsýmý+183
10934	Þimþek Týlsýmý+184
10935	Þimþek Týlsýmý+185
10936	Þimþek Týlsýmý+186
10937	Þimþek Týlsýmý+187
10938	Þimþek Týlsýmý+188
10939	Þimþek Týlsýmý+189
10940	Þimþek Týlsýmý+190
10941	Þimþek Týlsýmý+191
10942	Þimþek Týlsýmý+192
10943	Þimþek Týlsýmý+193
10944	Þimþek Týlsýmý+194
10945	Þimþek Týlsýmý+195
10946	Þimþek Týlsýmý+196
10947	Þimþek Týlsýmý+197
10948	Þimþek Týlsýmý+198
10949	Þimþek Týlsýmý+199
10950	Þimþek Týlsýmý+200
10955	Ateþ Týlsýmý+10
10956	Buz Týlsýmý+10
10957	Rüzgar Týlsýmý+10
10958	Þimþek Týlsýmý+10
10959	Toprak Týlsýmý+10
10960	Karanlýk Týlsým+10
11200	Keþiþ Plaka Zýrh+0
11201	Keþiþ Plaka Zýrh+1
11202	Keþiþ Plaka Zýrh+2
11203	Keþiþ Plaka Zýrh+3
11204	Keþiþ Plaka Zýrh+4
11205	Keþiþ Plaka Zýrh+5
11206	Keþiþ Plaka Zýrh+6
11207	Keþiþ Plaka Zýrh+7
11208	Keþiþ Plaka Zýrh+8
11209	Keþiþ Plaka Zýrh+9
11210	Demir Plaka Zýrh+0
11211	Demir Plaka Zýrh+1
11212	Demir Plaka Zýrh+2
11213	Demir Plaka Zýrh+3
11214	Demir Plaka Zýrh+4
11215	Demir Plaka Zýrh+5
11216	Demir Plaka Zýrh+6
11217	Demir Plaka Zýrh+7
11218	Demir Plaka Zýrh+8
11219	Demir Plaka Zýrh+9
11220	Kaplan Plaka Zýrh+0
11221	Kaplan Plaka Zýrh+1
11222	Kaplan Plaka Zýrh+2
11223	Kaplan Plaka Zýrh+3
11224	Kaplan Plaka Zýrh+4
11225	Kaplan Plaka Zýrh+5
11226	Kaplan Plaka Zýrh+6
11227	Kaplan Plaka Zýrh+7
11228	Kaplan Plaka Zýrh+8
11229	Kaplan Plaka Zýrh+9
11230	Aslan Plaka Zýrh+0
11231	Aslan Plaka Zýrh+1
11232	Aslan Plaka Zýrh+2
11233	Aslan Plaka Zýrh+3
11234	Aslan Plaka Zýrh+4
11235	Aslan Plaka Zýrh+5
11236	Aslan Plaka Zýrh+6
11237	Aslan Plaka Zýrh+7
11238	Aslan Plaka Zýrh+8
11239	Aslan Plaka Zýrh+9
11240	Ölümcül Plaka Zýrh+0
11241	Ölümcül Plaka Zýrh+1
11242	Ölümcül Plaka Zýrh+2
11243	Ölümcül Plaka Zýrh+3
11244	Ölümcül Plaka Zýrh+4
11245	Ölümcül Plaka Zýrh+5
11246	Ölümcül Plaka Zýrh+6
11247	Ölümcül Plaka Zýrh+7
11248	Ölümcül Plaka Zýrh+8
11249	Ölümcül Plaka Zýrh+9
11250	Ejderha Plaka Zýrh+0
11251	Ejderha Plaka Zýrh+1
11252	Ejderha Plaka Zýrh+2
11253	Ejderha Plaka Zýrh+3
11254	Ejderha Plaka Zýrh+4
11255	Ejderha Plaka Zýrh+5
11256	Ejderha Plaka Zýrh+6
11257	Ejderha Plaka Zýrh+7
11258	Ejderha Plaka Zýrh+8
11259	Ejderha Plaka Zýrh+9
11260	Mavi Taþ Zýrh+0
11261	Mavi Taþ Zýrh+1
11262	Mavi Taþ Zýrh+2
11263	Mavi Taþ Zýrh+3
11264	Mavi Taþ Zýrh+4
11265	Mavi Taþ Zýrh+5
11266	Mavi Taþ Zýrh+6
11267	Mavi Taþ Zýrh+7
11268	Mavi Taþ Zýrh+8
11269	Mavi Taþ Zýrh+9
11270	Altýn Taþ Zýrh+0
11271	Altýn Taþ Zýrh+1
11272	Altýn Taþ Zýrh+2
11273	Altýn Taþ Zýrh+3
11274	Altýn Taþ Zýrh+4
11275	Altýn Taþ Zýrh+5
11276	Altýn Taþ Zýrh+6
11277	Altýn Taþ Zýrh+7
11278	Altýn Taþ Zýrh+8
11279	Altýn Taþ Zýrh+9
11280	Ejderha Tanrýsý Zýrhý+0
11281	Ejderha Tanrýsý Zýrhý+1
11282	Ejderha Tanrýsý Zýrhý+2
11283	Ejderha Tanrýsý Zýrhý+3
11284	Ejderha Tanrýsý Zýrhý+4
11285	Ejderha Tanrýsý Zýrhý+5
11286	Ejderha Tanrýsý Zýrhý+6
11287	Ejderha Tanrýsý Zýrhý+7
11288	Ejderha Tanrýsý Zýrhý+8
11289	Ejderha Tanrýsý Zýrhý+9
11290	Siyah Çelik Zýrh+0
11291	Siyah Çelik Zýrh+1
11292	Siyah Çelik Zýrh+2
11293	Siyah Çelik Zýrh+3
11294	Siyah Çelik Zýrh+4
11295	Siyah Çelik Zýrh+5
11296	Siyah Çelik Zýrh+6
11297	Siyah Çelik Zýrh+7
11298	Siyah Çelik Zýrh+8
11299	Siyah Çelik Zýrh+9
11400	Gök Mavisi Takým+0
11401	Gök Mavisi Takým+1
11402	Gök Mavisi Takým+2
11403	Gök Mavisi Takým+3
11404	Gök Mavisi Takým+4
11405	Gök Mavisi Takým+5
11406	Gök Mavisi Takým+6
11407	Gök Mavisi Takým+7
11408	Gök Mavisi Takým+8
11409	Gök Mavisi Takým+9
11410	Fildiþi Takým+0
11411	Fildiþi Takým+1
11412	Fildiþi Takým+2
11413	Fildiþi Takým+3
11414	Fildiþi Takým+4
11415	Fildiþi Takým+5
11416	Fildiþi Takým+6
11417	Fildiþi Takým+7
11418	Fildiþi Takým+8
11419	Fildiþi Takým+9
11420	Koyu Kýrmýzý Takým+0
11421	Koyu Kýrmýzý Takým+1
11422	Koyu Kýrmýzý Takým+2
11423	Koyu Kýrmýzý Takým+3
11424	Koyu Kýrmýzý Takým+4
11425	Koyu Kýrmýzý Takým+5
11426	Koyu Kýrmýzý Takým+6
11427	Koyu Kýrmýzý Takým+7
11428	Koyu Kýrmýzý Takým+8
11429	Koyu Kýrmýzý Takým+9
11430	Kýrmýzý Karýnca Takým+0
11431	Kýrmýzý Karýnca Takým+1
