Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
371	¹ì·æµµ+11	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	372	731	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	0	0	175	193	313	0	0	17500193	26500296	100	3	0
372	¹ì·æµµ+12	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	373	732	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	0	0	175	193	335	0	0	17500193	26500296	100	3	0
373	¹ì·æµµ+13	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	374	733	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	0	0	175	193	355	0	0	17500193	26500296	100	3	0
374	¹ì·æµµ+14	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	375	734	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	0	0	175	193	375	0	0	17500193	26500296	100	3	0
375	¹ì·æµµ+15	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	0	0	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	0	0	175	193	413	0	0	17500193	26500296	100	3	0
376	¹ì·æµµ(Á¦ÀÛ)	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	¹ì·æ¸¶°Ë+0	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	222500	381	720	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	0	17700190	27600300	14400165	21100230	0	3	0
381	¹ì·æ¸¶°Ë+1	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	230000	382	721	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	22	17700190	27600300	14400165	21100230	0	3	0
382	¹ì·æ¸¶°Ë+2	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	267500	383	722	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	28	17700190	27600300	14400165	21100230	0	3	0
383	¹ì·æ¸¶°Ë+3	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	384	723	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	45	17700190	27600300	14400165	21100230	0	3	0
384	¹ì·æ¸¶°Ë+4	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	550000	385	724	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	57	17700190	27600300	14400165	21100230	30	3	0
385	¹ì·æ¸¶°Ë+5	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	700000	386	725	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	86	17700190	27600300	14400165	21100230	40	3	0
386	¹ì·æ¸¶°Ë+6	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	710000	387	726	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	122	17700190	27600300	14400165	21100230	50	3	0
387	¹ì·æ¸¶°Ë+7	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	720000	388	727	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	147	17700190	27600300	14400165	21100230	65	3	0
388	¹ì·æ¸¶°Ë+8	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	740000	389	728	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	222	17700190	27600300	14400165	21100230	80	3	0
389	¹ì·æ¸¶°Ë+9	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	390	729	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	306	17700190	27600300	14400165	21100230	100	3	0
390	¹ì·æ¸¶°Ë+10	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	391	730	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	353	17700190	27600300	14400165	21100230	100	3	0
391	¹ì·æ¸¶°Ë+11	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	392	731	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	373	17700190	27600300	14400165	21100230	100	3	0
392	¹ì·æ¸¶°Ë+12	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	393	732	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	393	17700190	27600300	14400165	21100230	100	3	0
393	¹ì·æ¸¶°Ë+13	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	394	733	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	412	17700190	27600300	14400165	21100230	100	3	0
394	¹ì·æ¸¶°Ë+14	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	395	734	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	444	17700190	27600300	14400165	21100230	100	3	0
395	¹ì·æ¸¶°Ë+15	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	0	0	39081	15	LEVEL	120	LIMIT_NONE	0	APPLY_RANDOM	18	APPLY_RANDOM	19	APPLY_RANDOM	20	APPLY_NONE	0	0	177	300	144	230	485	17700190	27600300	14400165	21100230	100	3	0
396	¹ì·æ¸¶°Ë(Á¦ÀÛ)	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	¿ë½ÅÁö°Ë+0	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	120000	461	601	39076	0	LEVEL	87	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	2	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	0	119	161	153	207	0	0	0	0	0	0	3	0
461	¿ë½ÅÁö°Ë+1	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	462	602	39076	0	LEVEL	89	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	3	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	0	119	161	153	207	10	0	0	0	0	0	3	0
462	¿ë½ÅÁö°Ë+2	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	463	603	39076	0	LEVEL	91	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	4	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	119	161	153	207	14	0	0	0	0	0	3	0
463	¿ë½ÅÁö°Ë+3	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	464	604	39076	0	LEVEL	93	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	5	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	119	161	153	207	22	0	0	0	0	0	3	0
464	¿ë½ÅÁö°Ë+4	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	465	605	39076	0	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	6	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	119	161	153	207	33	0	0	0	0	30	3	0
465	¿ë½ÅÁö°Ë+5	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	466	606	39076	0	LEVEL	97	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	119	161	153	207	50	0	0	0	0	40	3	0
466	¿ë½ÅÁö°Ë+6	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	467	607	39076	0	LEVEL	99	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	119	161	153	207	74	0	0	0	0	50	3	0
467	¿ë½ÅÁö°Ë+7	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	468	608	39076	0	LEVEL	101	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	119	161	153	207	111	0	0	0	0	65	3	0
468	¿ë½ÅÁö°Ë+8	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	469	609	39076	0	LEVEL	103	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	119	161	153	207	167	0	0	0	0	80	3	0
469	¿ë½ÅÁö°Ë+9	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	0	0	39076	0	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	119	161	153	207	250	0	0	0	0	100	3	0
470	ÆÄ¸êÁö°Ë+0	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	120000	471	601	39076	0	LEVEL	87	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	2	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	0	149	211	116	164	0	0	0	0	0	0	3	0
471	ÆÄ¸êÁö°Ë+1	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	472	602	39076	0	LEVEL	89	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	3	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	0	149	211	116	164	10	0	0	0	0	0	3	0
472	ÆÄ¸êÁö°Ë+2	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	473	603	39076	0	LEVEL	91	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	4	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	149	211	116	164	14	0	0	0	0	0	3	0
473	ÆÄ¸êÁö°Ë+3	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	474	604	39076	0	LEVEL	93	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	5	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	149	211	116	164	22	0	0	0	0	0	3	0
474	ÆÄ¸êÁö°Ë+4	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	475	605	39076	0	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	6	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	149	211	116	164	33	0	0	0	0	30	3	0
475	ÆÄ¸êÁö°Ë+5	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	476	606	39076	0	LEVEL	97	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	149	211	116	164	50	0	0	0	0	40	3	0
476	ÆÄ¸êÁö°Ë+6	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	477	607	39076	0	LEVEL	99	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	149	211	116	164	74	0	0	0	0	50	3	0
477	ÆÄ¸êÁö°Ë+7	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	478	608	39076	0	LEVEL	101	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	149	211	116	164	111	0	0	0	0	65	3	0
478	ÆÄ¸êÁö°Ë+8	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	479	609	39076	0	LEVEL	103	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	149	211	116	164	167	0	0	0	0	80	3	0
479	ÆÄ¸êÁö°Ë+9	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	500	620	39076	0	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	149	211	116	164	250	0	0	0	0	100	3	0
500	ÁøÆÄ¸êÁö°Ë+0	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	120000	501	621	39077	0	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	4	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	149	211	87	137	140	0	0	0	0	0	3	0
501	ÁøÆÄ¸êÁö°Ë+1	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	502	622	39077	0	LEVEL	106	LIMIT_NONE	0	APPLY_ATT_SPEED	16	APPLY_ATTBONUS_HUMAN	5	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	149	211	75	125	160	0	0	0	0	0	3	0
502	ÁøÆÄ¸êÁö°Ë+2	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	503	623	39077	0	LEVEL	107	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_HUMAN	6	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	149	211	70	120	170	0	0	0	0	0	3	0
503	ÁøÆÄ¸êÁö°Ë+3	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	504	624	39077	0	LEVEL	108	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	149	211	76	126	170	0	0	0	0	0	3	0
504	ÁøÆÄ¸êÁö°Ë+4	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	505	625	39077	0	LEVEL	109	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	149	211	72	122	180	0	0	0	0	30	3	0
505	ÁøÆÄ¸êÁö°Ë+5	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	506	626	39077	0	LEVEL	110	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	149	211	71	121	190	0	0	0	0	40	3	0
506	ÁøÆÄ¸êÁö°Ë+6	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	507	627	39077	0	LEVEL	111	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	149	211	61	116	210	0	0	0	0	50	3	0
507	ÁøÆÄ¸êÁö°Ë+7	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	508	628	39077	0	LEVEL	112	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	149	211	56	111	230	0	0	0	0	65	3	0
508	ÁøÆÄ¸êÁö°Ë+8	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	509	629	39077	0	LEVEL	113	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_ATTBONUS_HUMAN	17	APPLY_ATTBONUS_MONSTER	6	APPLY_NONE	0	0	149	211	89	144	240	0	0	0	0	80	3	0
509	ÁøÆÄ¸êÁö°Ë+9	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	0	0	39077	0	LEVEL	115	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_ATTBONUS_HUMAN	20	APPLY_ATTBONUS_MONSTER	8	APPLY_NONE	0	0	149	211	157	212	250	0	0	0	0	100	3	0
1000	´Üµµ+0	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	1001	55	39070	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	0	0	0	0	0	0	1	0
1001	´Üµµ+1	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	100	1002	56	39070	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	4	0	0	0	0	0	1	0
1002	´Üµµ+2	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	100	1003	57	39070	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	8	0	0	0	0	0	1	0
1003	´Üµµ+3	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	150	1004	58	39070	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	12	0	0	0	0	0	1	0
1004	´Üµµ+4	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	150	1005	59	39070	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	16	0	0	0	0	30	1	0
1005	´Üµµ+5	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	1006	60	39070	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	20	0	0	0	0	40	1	0
